county_fips,state_alpha,county_name,year,commodity_desc,class_desc,prodn_practice_desc,irrigation,util_practice_desc,yield_value,yield_unit,cv_mean
31035,NE,CLAY,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,186.1,BU / ACRE,
31035,NE,CLAY,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,195.7,BU / ACRE,
31035,NE,CLAY,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,186.6,BU / ACRE,
31035,NE,CLAY,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,201.8,BU / ACRE,
31035,NE,CLAY,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,199.0,BU / ACRE,
31059,NE,FILLMORE,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,215.6,BU / ACRE,
31059,NE,FILLMORE,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,208.2,BU / ACRE,
31059,NE,FILLMORE,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,212.6,BU / ACRE,
31059,NE,FILLMORE,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,208.5,BU / ACRE,
31059,NE,FILLMORE,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,210.5,BU / ACRE,
31059,NE,FILLMORE,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,209.9,BU / ACRE,
31059,NE,FILLMORE,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,198.7,BU / ACRE,
31059,NE,FILLMORE,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,197.6,BU / ACRE,
31059,NE,FILLMORE,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,211.2,BU / ACRE,
31059,NE,FILLMORE,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,191.0,BU / ACRE,
31067,NE,GAGE,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,178.4,BU / ACRE,
31067,NE,GAGE,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,184.6,BU / ACRE,
31067,NE,GAGE,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,204.4,BU / ACRE,
31067,NE,GAGE,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,200.6,BU / ACRE,
31067,NE,GAGE,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,184.5,BU / ACRE,
31067,NE,GAGE,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,179.4,BU / ACRE,
31067,NE,GAGE,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,170.4,BU / ACRE,
31067,NE,GAGE,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,181.0,BU / ACRE,
31067,NE,GAGE,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,172.0,BU / ACRE,
31095,NE,JEFFERSON,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,194.1,BU / ACRE,
31095,NE,JEFFERSON,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,216.6,BU / ACRE,
31095,NE,JEFFERSON,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,197.3,BU / ACRE,
31095,NE,JEFFERSON,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,194.9,BU / ACRE,
31095,NE,JEFFERSON,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,185.8,BU / ACRE,
31095,NE,JEFFERSON,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,185.8,BU / ACRE,
31095,NE,JEFFERSON,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,204.2,BU / ACRE,
31095,NE,JEFFERSON,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,182.0,BU / ACRE,
31097,NE,JOHNSON,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,188.6,BU / ACRE,
31097,NE,JOHNSON,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,201.1,BU / ACRE,
31097,NE,JOHNSON,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,198.2,BU / ACRE,
31097,NE,JOHNSON,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,184.8,BU / ACRE,
31097,NE,JOHNSON,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,177.7,BU / ACRE,
31097,NE,JOHNSON,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,177.8,BU / ACRE,
31097,NE,JOHNSON,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,199.1,BU / ACRE,
31097,NE,JOHNSON,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,180.0,BU / ACRE,
31127,NE,NEMAHA,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,198.8,BU / ACRE,
31127,NE,NEMAHA,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,193.2,BU / ACRE,
31127,NE,NEMAHA,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,234.2,BU / ACRE,
31127,NE,NEMAHA,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,226.7,BU / ACRE,
31127,NE,NEMAHA,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,224.1,BU / ACRE,
31127,NE,NEMAHA,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,200.0,BU / ACRE,
31127,NE,NEMAHA,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,173.7,BU / ACRE,
31127,NE,NEMAHA,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,213.2,BU / ACRE,
31127,NE,NEMAHA,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,192.0,BU / ACRE,
31129,NE,NUCKOLLS,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,218.5,BU / ACRE,
31129,NE,NUCKOLLS,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,217.0,BU / ACRE,
31129,NE,NUCKOLLS,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,206.9,BU / ACRE,
31129,NE,NUCKOLLS,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,217.7,BU / ACRE,
31129,NE,NUCKOLLS,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,197.3,BU / ACRE,
31129,NE,NUCKOLLS,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,212.2,BU / ACRE,
31129,NE,NUCKOLLS,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,194.1,BU / ACRE,
31129,NE,NUCKOLLS,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,189.2,BU / ACRE,
31129,NE,NUCKOLLS,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,208.2,BU / ACRE,
31129,NE,NUCKOLLS,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,194.0,BU / ACRE,
31131,NE,OTOE,2018,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,188.7,BU / ACRE,
31131,NE,OTOE,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,178.9,BU / ACRE,
31131,NE,OTOE,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,179.0,BU / ACRE,
31131,NE,OTOE,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,175.7,BU / ACRE,
31131,NE,OTOE,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,166.0,BU / ACRE,
31131,NE,OTOE,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,211.2,BU / ACRE,
31131,NE,OTOE,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,163.0,BU / ACRE,
31133,NE,PAWNEE,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,184.6,BU / ACRE,
31133,NE,PAWNEE,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,212.3,BU / ACRE,
31133,NE,PAWNEE,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,171.0,BU / ACRE,
31133,NE,PAWNEE,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,175.0,BU / ACRE,
31133,NE,PAWNEE,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,198.0,BU / ACRE,
31133,NE,PAWNEE,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,164.0,BU / ACRE,
31147,NE,RICHARDSON,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,198.8,BU / ACRE,
31147,NE,RICHARDSON,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,189.0,BU / ACRE,
31147,NE,RICHARDSON,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,204.2,BU / ACRE,
31147,NE,RICHARDSON,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,164.7,BU / ACRE,
31147,NE,RICHARDSON,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,186.8,BU / ACRE,
31147,NE,RICHARDSON,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,220.3,BU / ACRE,
31147,NE,RICHARDSON,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,156.0,BU / ACRE,
31151,NE,SALINE,2018,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,220.8,BU / ACRE,
31151,NE,SALINE,2017,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,202.9,BU / ACRE,
31151,NE,SALINE,2016,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,207.1,BU / ACRE,
31151,NE,SALINE,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,204.1,BU / ACRE,
31151,NE,SALINE,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,201.9,BU / ACRE,
31151,NE,SALINE,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,191.0,BU / ACRE,
31151,NE,SALINE,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,188.0,BU / ACRE,
31151,NE,SALINE,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,203.1,BU / ACRE,
31151,NE,SALINE,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,190.0,BU / ACRE,
31169,NE,THAYER,2018,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,224.6,BU / ACRE,
31169,NE,THAYER,2015,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,209.3,BU / ACRE,
31169,NE,THAYER,2014,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,219.6,BU / ACRE,
31169,NE,THAYER,2013,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,205.7,BU / ACRE,
31169,NE,THAYER,2012,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,210.7,BU / ACRE,
31169,NE,THAYER,2011,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,192.6,BU / ACRE,
31169,NE,THAYER,2010,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,189.0,BU / ACRE,
31169,NE,THAYER,2009,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,208.2,BU / ACRE,
31169,NE,THAYER,2008,CORN,ALL CLASSES,IRRIGATED,irrigated,GRAIN,196.0,BU / ACRE,
31007,NE,BANNER,2014,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,60.9,BU / ACRE,
31007,NE,BANNER,2012,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,14.1,BU / ACRE,
31007,NE,BANNER,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,59.3,BU / ACRE,
31007,NE,BANNER,2008,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,55.0,BU / ACRE,
31013,NE,BOX BUTTE,2017,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,63.5,BU / ACRE,
31013,NE,BOX BUTTE,2015,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,55.6,BU / ACRE,
31013,NE,BOX BUTTE,2014,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,76.9,BU / ACRE,
31013,NE,BOX BUTTE,2013,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,35.5,BU / ACRE,
31013,NE,BOX BUTTE,2012,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,20.9,BU / ACRE,
31013,NE,BOX BUTTE,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,65.9,BU / ACRE,
31013,NE,BOX BUTTE,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,65.2,BU / ACRE,
31013,NE,BOX BUTTE,2009,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,69.4,BU / ACRE,
31013,NE,BOX BUTTE,2008,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,42.0,BU / ACRE,
31033,NE,CHEYENNE,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,63.4,BU / ACRE,
31033,NE,CHEYENNE,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,62.9,BU / ACRE,
31033,NE,CHEYENNE,2008,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,54.0,BU / ACRE,
31045,NE,DAWES,2014,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,62.3,BU / ACRE,
31045,NE,DAWES,2013,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,26.0,BU / ACRE,
31049,NE,DEUEL,2012,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,13.6,BU / ACRE,
31049,NE,DEUEL,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,66.4,BU / ACRE,
31049,NE,DEUEL,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,77.8,BU / ACRE,
31049,NE,DEUEL,2009,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,77.4,BU / ACRE,
31069,NE,GARDEN,2014,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,57.2,BU / ACRE,
31069,NE,GARDEN,2013,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,31.9,BU / ACRE,
31069,NE,GARDEN,2012,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,14.5,BU / ACRE,
31069,NE,GARDEN,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,85.2,BU / ACRE,
31069,NE,GARDEN,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,74.6,BU / ACRE,
31069,NE,GARDEN,2009,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,84.5,BU / ACRE,
31105,NE,KIMBALL,2017,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,33.0,BU / ACRE,
31105,NE,KIMBALL,2016,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,33.4,BU / ACRE,
31105,NE,KIMBALL,2015,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,50.2,BU / ACRE,
31105,NE,KIMBALL,2013,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,27.3,BU / ACRE,
31105,NE,KIMBALL,2012,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,12.8,BU / ACRE,
31105,NE,KIMBALL,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,45.6,BU / ACRE,
31123,NE,MORRILL,2012,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,24.6,BU / ACRE,
31123,NE,MORRILL,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,75.4,BU / ACRE,
31123,NE,MORRILL,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,75.0,BU / ACRE,
31123,NE,MORRILL,2009,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,80.2,BU / ACRE,
31157,NE,SCOTTS BLUFF,2017,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,72.5,BU / ACRE,
31157,NE,SCOTTS BLUFF,2015,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,67.1,BU / ACRE,
31157,NE,SCOTTS BLUFF,2012,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,10.6,BU / ACRE,
31157,NE,SCOTTS BLUFF,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,41.8,BU / ACRE,
31157,NE,SCOTTS BLUFF,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,54.4,BU / ACRE,
31161,NE,SHERIDAN,2018,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,75.6,BU / ACRE,
31161,NE,SHERIDAN,2017,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,67.4,BU / ACRE,
31161,NE,SHERIDAN,2015,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,74.8,BU / ACRE,
31161,NE,SHERIDAN,2014,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,76.9,BU / ACRE,
31161,NE,SHERIDAN,2012,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,32.8,BU / ACRE,
31161,NE,SHERIDAN,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,62.8,BU / ACRE,
31161,NE,SHERIDAN,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,56.3,BU / ACRE,
31161,NE,SHERIDAN,2009,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,63.4,BU / ACRE,
31015,NE,BOYD,2017,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,144.4,BU / ACRE,
31015,NE,BOYD,2012,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,26.9,BU / ACRE,
31015,NE,BOYD,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,122.0,BU / ACRE,
31015,NE,BOYD,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,135.9,BU / ACRE,
31015,NE,BOYD,2009,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,135.1,BU / ACRE,
31015,NE,BOYD,2008,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,109.0,BU / ACRE,
31017,NE,BROWN,2017,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,97.1,BU / ACRE,
31017,NE,BROWN,2016,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,127.0,BU / ACRE,
31017,NE,BROWN,2014,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,73.4,BU / ACRE,
31017,NE,BROWN,2013,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,59.4,BU / ACRE,
31017,NE,BROWN,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,102.5,BU / ACRE,
31031,NE,CHERRY,2017,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,64.1,BU / ACRE,
31031,NE,CHERRY,2013,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,100.9,BU / ACRE,
31031,NE,CHERRY,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,86.8,BU / ACRE,
31031,NE,CHERRY,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,37.1,BU / ACRE,
31071,NE,GARFIELD,2017,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,115.2,BU / ACRE,
31071,NE,GARFIELD,2016,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,150.3,BU / ACRE,
31071,NE,GARFIELD,2015,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,105.1,BU / ACRE,
31071,NE,GARFIELD,2014,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,72.5,BU / ACRE,
31071,NE,GARFIELD,2013,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,83.9,BU / ACRE,
31071,NE,GARFIELD,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,107.5,BU / ACRE,
31071,NE,GARFIELD,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,94.2,BU / ACRE,
31071,NE,GARFIELD,2009,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,129.7,BU / ACRE,
31071,NE,GARFIELD,2008,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,92.0,BU / ACRE,
31089,NE,HOLT,2013,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,103.4,BU / ACRE,
31089,NE,HOLT,2012,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,26.4,BU / ACRE,
31089,NE,HOLT,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,96.0,BU / ACRE,
31089,NE,HOLT,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,92.2,BU / ACRE,
31089,NE,HOLT,2009,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,110.6,BU / ACRE,
31089,NE,HOLT,2008,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,90.0,BU / ACRE,
31103,NE,KEYA PAHA,2018,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,158.0,BU / ACRE,
31103,NE,KEYA PAHA,2017,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,60.9,BU / ACRE,
31103,NE,KEYA PAHA,2016,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,88.6,BU / ACRE,
31103,NE,KEYA PAHA,2014,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,92.5,BU / ACRE,
31103,NE,KEYA PAHA,2013,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,97.4,BU / ACRE,
31103,NE,KEYA PAHA,2012,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,36.6,BU / ACRE,
31103,NE,KEYA PAHA,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,106.9,BU / ACRE,
31103,NE,KEYA PAHA,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,91.9,BU / ACRE,
31103,NE,KEYA PAHA,2009,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,76.4,BU / ACRE,
31103,NE,KEYA PAHA,2008,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,68.0,BU / ACRE,
31113,NE,LOGAN,2017,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,93.1,BU / ACRE,
31113,NE,LOGAN,2016,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,119.6,BU / ACRE,
31113,NE,LOGAN,2013,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,64.2,BU / ACRE,
31113,NE,LOGAN,2012,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,20.8,BU / ACRE,
31113,NE,LOGAN,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,82.4,BU / ACRE,
31113,NE,LOGAN,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,111.1,BU / ACRE,
31113,NE,LOGAN,2009,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,101.6,BU / ACRE,
31113,NE,LOGAN,2008,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,97.0,BU / ACRE,
31115,NE,LOUP,2017,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,102.8,BU / ACRE,
31115,NE,LOUP,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,97.8,BU / ACRE,
31149,NE,ROCK,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,80.6,BU / ACRE,
31149,NE,ROCK,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,101.5,BU / ACRE,
31183,NE,WHEELER,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,83.8,BU / ACRE,
31183,NE,WHEELER,2009,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,120.9,BU / ACRE,
31183,NE,WHEELER,2008,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,96.0,BU / ACRE,
31003,NE,ANTELOPE,2018,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,158.4,BU / ACRE,
31003,NE,ANTELOPE,2017,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,133.9,BU / ACRE,
31003,NE,ANTELOPE,2016,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,144.1,BU / ACRE,
31003,NE,ANTELOPE,2015,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,153.1,BU / ACRE,
31003,NE,ANTELOPE,2014,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,132.1,BU / ACRE,
31003,NE,ANTELOPE,2013,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,100.5,BU / ACRE,
31003,NE,ANTELOPE,2012,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,38.3,BU / ACRE,
31003,NE,ANTELOPE,2011,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,104.1,BU / ACRE,
31003,NE,ANTELOPE,2010,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,123.0,BU / ACRE,
31003,NE,ANTELOPE,2009,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,127.7,BU / ACRE,
31003,NE,ANTELOPE,2008,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,101.0,BU / ACRE,
31011,NE,BOONE,2018,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,175.1,BU / ACRE,
31011,NE,BOONE,2017,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,156.8,BU / ACRE,
31011,NE,BOONE,2016,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,171.7,BU / ACRE,
31011,NE,BOONE,2015,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,158.2,BU / ACRE,
31011,NE,BOONE,2014,CORN,ALL CLASSES,NON-IRRIGATED,non_irrigated,GRAIN,170.0,BU / ACRE,
