county_fips,state_alpha,county_name,year,commodity_desc,class_desc,prodn_practice_desc,util_practice_desc,yield_value,yield_unit,cv_mean
31049,NE,DEUEL,2007,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,700,LB / ACRE,
31049,NE,DEUEL,2006,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1080,LB / ACRE,
31049,NE,DEUEL,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,930,LB / ACRE,
31069,NE,GARDEN,2006,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1270,LB / ACRE,
31105,NE,KIMBALL,2012,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,540,LB / ACRE,
31105,NE,KIMBALL,2011,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,930,LB / ACRE,
31105,NE,KIMBALL,2010,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,820,LB / ACRE,
31105,NE,KIMBALL,2009,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,750,LB / ACRE,
31105,NE,KIMBALL,2007,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,570,LB / ACRE,
31105,NE,KIMBALL,2006,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1050,LB / ACRE,
31105,NE,KIMBALL,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,920,LB / ACRE,
31123,NE,MORRILL,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1770,LB / ACRE,
31157,NE,SCOTTS BLUFF,2006,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1280,LB / ACRE,
31157,NE,SCOTTS BLUFF,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1540,LB / ACRE,
31161,NE,SHERIDAN,2017,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1430,LB / ACRE,
31161,NE,SHERIDAN,2013,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1220,LB / ACRE,
31161,NE,SHERIDAN,2009,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1310,LB / ACRE,
31161,NE,SHERIDAN,2006,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,920,LB / ACRE,
31161,NE,SHERIDAN,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1097,LB / ACRE,
31041,NE,CUSTER,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,2170,LB / ACRE,
31175,NE,VALLEY,2006,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1300,LB / ACRE,
31175,NE,VALLEY,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,2140,LB / ACRE,
31029,NE,CHASE,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1670,LB / ACRE,
31057,NE,DUNDY,2007,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1600,LB / ACRE,
31063,NE,FRONTIER,2007,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1600,LB / ACRE,
31063,NE,FRONTIER,2006,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1420,LB / ACRE,
31063,NE,FRONTIER,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1520,LB / ACRE,
31085,NE,HAYES,2006,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,940,LB / ACRE,
31085,NE,HAYES,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1560,LB / ACRE,
31087,NE,HITCHCOCK,2007,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1900,LB / ACRE,
31087,NE,HITCHCOCK,2006,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1400,LB / ACRE,
31087,NE,HITCHCOCK,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,2000,LB / ACRE,
31101,NE,KEITH,2009,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,2250,LB / ACRE,
31101,NE,KEITH,2006,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,840,LB / ACRE,
31101,NE,KEITH,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1000,LB / ACRE,
31135,NE,PERKINS,2009,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1050,LB / ACRE,
31135,NE,PERKINS,2007,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1400,LB / ACRE,
31135,NE,PERKINS,2006,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,700,LB / ACRE,
31135,NE,PERKINS,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1300,LB / ACRE,
31145,NE,RED WILLOW,2007,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1650,LB / ACRE,
31145,NE,RED WILLOW,2006,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1162,LB / ACRE,
31145,NE,RED WILLOW,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1788,LB / ACRE,
31061,NE,FRANKLIN,2006,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1200,LB / ACRE,
31137,NE,PHELPS,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,2100,LB / ACRE,
31181,NE,WEBSTER,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1320,LB / ACRE,
31095,NE,JEFFERSON,2006,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1080,LB / ACRE,
31095,NE,JEFFERSON,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1700,LB / ACRE,
31147,NE,RICHARDSON,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1340,LB / ACRE,
31169,NE,THAYER,2005,SUNFLOWER,OIL TYPE,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,2450,LB / ACRE,
31007,NE,BANNER,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,29.6,BU / ACRE,
31007,NE,BANNER,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,32.6,BU / ACRE,
31007,NE,BANNER,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,34.7,BU / ACRE,
31013,NE,BOX BUTTE,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,37.5,BU / ACRE,
31013,NE,BOX BUTTE,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,42.8,BU / ACRE,
31013,NE,BOX BUTTE,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,48.1,BU / ACRE,
31033,NE,CHEYENNE,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,44.1,BU / ACRE,
31033,NE,CHEYENNE,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,29.4,BU / ACRE,
31033,NE,CHEYENNE,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,27.8,BU / ACRE,
31045,NE,DAWES,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,33.2,BU / ACRE,
31045,NE,DAWES,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,37.6,BU / ACRE,
31045,NE,DAWES,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,37.8,BU / ACRE,
31049,NE,DEUEL,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,44.7,BU / ACRE,
31049,NE,DEUEL,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,27.1,BU / ACRE,
31049,NE,DEUEL,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,28.2,BU / ACRE,
31069,NE,GARDEN,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,47.9,BU / ACRE,
31069,NE,GARDEN,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,35.4,BU / ACRE,
31069,NE,GARDEN,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,28.7,BU / ACRE,
31105,NE,KIMBALL,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,24.2,BU / ACRE,
31105,NE,KIMBALL,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,21.2,BU / ACRE,
31105,NE,KIMBALL,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,25.7,BU / ACRE,
31123,NE,MORRILL,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,49.5,BU / ACRE,
31123,NE,MORRILL,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,35.9,BU / ACRE,
31123,NE,MORRILL,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,37.4,BU / ACRE,
31157,NE,SCOTTS BLUFF,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,36.5,BU / ACRE,
31157,NE,SCOTTS BLUFF,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,41.4,BU / ACRE,
31157,NE,SCOTTS BLUFF,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,35.5,BU / ACRE,
31161,NE,SHERIDAN,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,34.6,BU / ACRE,
31161,NE,SHERIDAN,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,32.7,BU / ACRE,
31161,NE,SHERIDAN,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,44.8,BU / ACRE,
31165,NE,SIOUX,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,25.7,BU / ACRE,
31165,NE,SIOUX,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,33,BU / ACRE,
31165,NE,SIOUX,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,51.5,BU / ACRE,
31998,NE,OTHER (COMBINED) COUNTIES,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,43.8,BU / ACRE,
31998,NE,OTHER (COMBINED) COUNTIES,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,42.6,BU / ACRE,
31998,NE,OTHER (COMBINED) COUNTIES,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,52.6,BU / ACRE,
31005,NE,ARTHUR,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,32,BU / ACRE,
31009,NE,BLAINE,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,56,BU / ACRE,
31015,NE,BOYD,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,43.4,BU / ACRE,
31015,NE,BOYD,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,35.1,BU / ACRE,
31015,NE,BOYD,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,38,BU / ACRE,
31017,NE,BROWN,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,59.3,BU / ACRE,
31017,NE,BROWN,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,75,BU / ACRE,
31031,NE,CHERRY,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,47,BU / ACRE,
31031,NE,CHERRY,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,62.4,BU / ACRE,
31031,NE,CHERRY,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,55.4,BU / ACRE,
31089,NE,HOLT,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,53.7,BU / ACRE,
31089,NE,HOLT,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,61.2,BU / ACRE,
31089,NE,HOLT,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,51.4,BU / ACRE,
31103,NE,KEYA PAHA,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,34.6,BU / ACRE,
31103,NE,KEYA PAHA,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,35,BU / ACRE,
31113,NE,LOGAN,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,43.4,BU / ACRE,
31113,NE,LOGAN,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,45.2,BU / ACRE,
31113,NE,LOGAN,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,48,BU / ACRE,
31117,NE,MCPHERSON,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,35,BU / ACRE,
31149,NE,ROCK,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,48.5,BU / ACRE,
31149,NE,ROCK,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,70,BU / ACRE,
31183,NE,WHEELER,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,53.8,BU / ACRE,
31003,NE,ANTELOPE,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,40.6,BU / ACRE,
31003,NE,ANTELOPE,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,54.9,BU / ACRE,
31003,NE,ANTELOPE,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,43.8,BU / ACRE,
31011,NE,BOONE,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,43.1,BU / ACRE,
31011,NE,BOONE,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,45.7,BU / ACRE,
31011,NE,BOONE,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,40.4,BU / ACRE,
31027,NE,CEDAR,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,49.6,BU / ACRE,
31027,NE,CEDAR,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,62.8,BU / ACRE,
31039,NE,CUMING,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,44.5,BU / ACRE,
31107,NE,KNOX,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,53.6,BU / ACRE,
31107,NE,KNOX,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,52.3,BU / ACRE,
31107,NE,KNOX,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,52.5,BU / ACRE,
31119,NE,MADISON,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,43.6,BU / ACRE,
31119,NE,MADISON,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,52.8,BU / ACRE,
31119,NE,MADISON,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,44,BU / ACRE,
31139,NE,PIERCE,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,43.9,BU / ACRE,
31139,NE,PIERCE,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,45.6,BU / ACRE,
31139,NE,PIERCE,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,52.1,BU / ACRE,
31167,NE,STANTON,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,46,BU / ACRE,
31167,NE,STANTON,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,55.6,BU / ACRE,
31167,NE,STANTON,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,49.4,BU / ACRE,
31173,NE,THURSTON,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,74.3,BU / ACRE,
31179,NE,WAYNE,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,52,BU / ACRE,
31179,NE,WAYNE,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,44,BU / ACRE,
31019,NE,BUFFALO,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,42.5,BU / ACRE,
31019,NE,BUFFALO,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,46.1,BU / ACRE,
31019,NE,BUFFALO,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,41.1,BU / ACRE,
31041,NE,CUSTER,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,39.1,BU / ACRE,
31041,NE,CUSTER,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,39.2,BU / ACRE,
31041,NE,CUSTER,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,42.7,BU / ACRE,
31047,NE,DAWSON,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,39.2,BU / ACRE,
31047,NE,DAWSON,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,43.3,BU / ACRE,
31047,NE,DAWSON,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,46.9,BU / ACRE,
31077,NE,GREELEY,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,49,BU / ACRE,
31077,NE,GREELEY,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,42.8,BU / ACRE,
31077,NE,GREELEY,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,47.1,BU / ACRE,
31079,NE,HALL,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,40.5,BU / ACRE,
31079,NE,HALL,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,38.3,BU / ACRE,
31079,NE,HALL,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,48,BU / ACRE,
31093,NE,HOWARD,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,39.7,BU / ACRE,
31093,NE,HOWARD,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,38,BU / ACRE,
31093,NE,HOWARD,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,34.1,BU / ACRE,
31163,NE,SHERMAN,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,47,BU / ACRE,
31163,NE,SHERMAN,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,37.9,BU / ACRE,
31163,NE,SHERMAN,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,33.9,BU / ACRE,
31175,NE,VALLEY,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,39.1,BU / ACRE,
31175,NE,VALLEY,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,27,BU / ACRE,
31175,NE,VALLEY,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,43.4,BU / ACRE,
31023,NE,BUTLER,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,38.9,BU / ACRE,
31023,NE,BUTLER,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,43.7,BU / ACRE,
31023,NE,BUTLER,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,46.8,BU / ACRE,
31025,NE,CASS,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,48,BU / ACRE,
31025,NE,CASS,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,51,BU / ACRE,
31025,NE,CASS,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,55,BU / ACRE,
31037,NE,COLFAX,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,52.9,BU / ACRE,
31037,NE,COLFAX,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,46.1,BU / ACRE,
31037,NE,COLFAX,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,51.1,BU / ACRE,
31053,NE,DODGE,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,44.7,BU / ACRE,
31053,NE,DODGE,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,47.1,BU / ACRE,
31055,NE,DOUGLAS,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,38.7,BU / ACRE,
31081,NE,HAMILTON,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,47.8,BU / ACRE,
31081,NE,HAMILTON,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,60.7,BU / ACRE,
31081,NE,HAMILTON,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,64.3,BU / ACRE,
31109,NE,LANCASTER,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,39.3,BU / ACRE,
31109,NE,LANCASTER,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,51.8,BU / ACRE,
31109,NE,LANCASTER,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,52,BU / ACRE,
31121,NE,MERRICK,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,38.4,BU / ACRE,
31121,NE,MERRICK,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,44.5,BU / ACRE,
31121,NE,MERRICK,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,44.5,BU / ACRE,
31125,NE,NANCE,2007,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,49.5,BU / ACRE,
31125,NE,NANCE,2006,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,33.3,BU / ACRE,
31125,NE,NANCE,2005,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,48.1,BU / ACRE,
